XTF Segment of Deutsche Börse Group,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
RBS Market Access MSCI Frontier Markets Index ETF,LU0667622202,RBS Market Access,Swap-based,Accumulating,0.12927653,0.24486256,-0.4720445216287864,1.0285091349499826e-05,19.33432886,252.78,Equities
Source STOXX Europe 600 Optimised Travel & Leisure UCITS ETF,IE00B5MJYC95,Source Markets,Swap-based,Accumulating,0.12556918,5.09174032,-0.9753386519915846,9.990138867293132e-06,8.38032591,13.75,Equities
ComStage CAC 40 UCITS ETF,LU0419740799,ComStage ETF,Swap-based,Accumulating,0.120277609,0.60413989,-0.8009109959615479,9.5691475928726e-06,13.79328064,22.44,Equities
UBS ETFs plc - MSCI USA SF UCITS ETF (USD) A-acc,IE00B3SC9K16,UBS-ETF,Swap-based,Accumulating,0.117917719234933,3.2713712873518204,-0.963954651160863,9.381397489984907e-06,165.45057952801787,32.75,Equities
Lyxor UCITS ETF FTSE RAFI US 1000 ,FR0010400804,Lyxor ETF,Swap-based,Distributing,0.11745547,0.07171091,0.6379023777553514,9.344621474976444e-06,25.52816377,108.45,Equities
SPDR FTSE EPRA Europe ex UK Real Estate UCITS ETF ,IE00BSJCQV56,SPDR,Full Replication,Accumulating,0.11739791000000001,0.0463014,1.5355153407888316,9.340042067886254e-06,76.45200728,46.06,Equities
ComStage MSCI Europe TRN UCITS ETF,LU0392494646,ComStage ETF,Swap-based,Accumulating,0.115959093,0.15819567,-0.2669894631123596,9.225571449900038e-06,24.418414010000003,7.8,Equities
Deka Oekom Euro Nachhaltigkeit UCITS ETF,DE000ETFL474,Deka ETFs,Full Replication,Distributing,0.11355380999999999,0.020701,4.48542630790783,9.034209913692352e-06,18.36741264,8.63,Equities
SPDR MSCI Europe Small Cap UCITS ETF,IE00BKWQ0M75,SPDR,Optimised,Accumulating,0.11298189,0.38771931,-0.7085987540832052,8.988708619338258e-06,52.63971048,24.94,Equities
SPDR S&P U.S. Industrials Select Sector UCITS ETF,IE00BWBXM724,SPDR,Full Replication,Accumulating,0.106857,0.054225,0.9706224066390039,8.501419448166677e-06,5.504008455405599,131.44,Equities
UBS ETFs plc - S&P 500 SF UCITS ETF (USD) A-acc,IE00B4JY5R22,UBS-ETF,Swap-based,Accumulating,0.106443124463127,1.76983946741966,-0.9398571868112333,8.468491988680704e-06,170.51685709606477,32.54,Equities
PowerShares FTSE RAFI US 1000 UCITS ETF,IE00B23D8S39,PowerShares,Full Replication,Distributing,0.10326302000000001,0.275549272,-0.6252466237689788,8.215486552162467e-06,229.99501345,33.1,Equities
RBS Market Access MSCI Emerging and Frontier Africa ex South Africa Index ETF,LU0667622384,RBS Market Access,Swap-based,Accumulating,0.10107983,1.03713386,-0.9025392633502487,8.041794478409291e-06,17.801812920000003,287.04,Equities
ComStage STOXX Europe 600 Technology NR UCITS ETF,LU0378437098,ComStage ETF,Swap-based,Accumulating,0.10004778,0.09735010000000001,0.027711116886371956,7.959685772929253e-06,9.42657838,8.3,Equities
RBS Market Access DAX Global Asia Index ETF,LU0259323235,RBS Market Access,Swap-based,Accumulating,0.09941428699999999,0.01953382,4.089341818446161,7.909285801841935e-06,11.04260766,248.62,Equities
PowerShares Global Clean Energy UCITS ETF,IE00B23D9133,PowerShares,Full Replication,Distributing,0.094024338,0.06769410499999999,0.3889590238322822,7.480467687415866e-06,10.353004929999999,66.1,Equities
iShares MSCI EM Latin America UCITS ETF (Acc),IE00B5KMFT47,iShares,Optimised,Accumulating,0.09207394,0.18600162,-0.5049831286415678,7.325296276194651e-06,6.920886570338099,75.55,Equities
SPDR MSCI Europe Utilities UCITS ETF,IE00BKWQ0P07,SPDR,Full Replication,Accumulating,0.09065915,0.00474282,18.115030720120096,7.212737218565559e-06,14.38455572,51.28,Equities
ComStage STOXX Europe 600 Basic Resources NR UCITS ETF,LU0378435472,ComStage ETF,Swap-based,Accumulating,0.08701254,0.48684231,-0.8212716146219913,6.922617140574609e-06,14.79810968,19.11,Equities
SPDR MSCI Europe Technology UCITS ETF,IE00BKWQ0K51,SPDR,Full Replication,Accumulating,0.08650825,0.0816193,0.05989943555017008,6.882496410874954e-06,6.31766174,30.07,Equities
db x-trackers CSI 300 Real Estate UCITS ETF,LU0781022099,db X-trackers,Swap-based,Accumulating,0.08623459,0.36528334999999995,-0.7639241153477156,6.860724337485422e-06,1.8518771572000001,221.99,Equities
ETFS Russell 2000 US Small Cap GO UCITS ETF,DE000A0Q8NE4,ETF Securities,Swap-based,Accumulating,0.085254197,1.9763103400000002,-0.956861938494943,6.782725403236411e-06,48.234025980000006,51.76,Equities
Amundi ETF MSCI Europe Healthcare UCITS ETF,FR0010688192,Amundi ETF,Swap-based,Acc / Distr,0.08470565,1.2234231100000001,-0.9307634053111846,6.7390836377551276e-06,52.179633880000004,16.16,Equities
ComStage FTSE 100 TR UCITS ETF,LU0488316216,ComStage ETF,Swap-based,Accumulating,0.084029518,2.116184059,-0.9602919615415173,6.685291357096604e-06,13.027589560000001,12.84,Equities
UBS ETF - MSCI Canada UCITS ETF (hedged to EUR) A-acc,LU1130155606,UBS-ETF,Full Replication,Accumulating,0.08104177,0.28778613000000003,-0.7183958448588192,6.44758957851943e-06,8.521702359999999,55.48,Equities
SPDR MSCI Europe Materials UCITS ETF,IE00BKWQ0L68,SPDR,Full Replication,Accumulating,0.07958437,0.30614853999999997,-0.7400465473394059,6.331640518525625e-06,10.368835480000001,74.1,Equities
UBS ETF - FTSE 250 UCITS ETF (GBP) A-dis,LU1048312737,UBS-ETF,Full Replication,Distributing,0.07944,0,,6.320154608143227e-06,7.20385467,34.8,Equities
Amundi ETF MSCI Europe Materials UCITS ETF,FR0010791137,Amundi ETF,Swap-based,Acc / Distr,0.07923039999999999,1.76917066,-0.9552160784760019,6.303479074333222e-06,26.07544155,16.8,Equities
UBS (Irl) ETF plc - Solactive Global Pure Gold Miners UCITS ETF (USD) A-dis,IE00B7KMNP07,UBS-ETF,Full Replication,Distributing,0.07855097999999999,0.08913741,-0.11876528609031844,6.2494252041939386e-06,6.5305203614741,147.09,Equities
UBS ETFs plc - MSCI EMU SF UCITS ETF (EUR) A-acc,IE00B5B1MZ58,UBS-ETF,Swap-based,Accumulating,0.07846315,0.37185238,-0.7889938206123623,6.242437550880328e-06,157.25324015,34.25,Equities
PowerShares FTSE RAFI Europe Mid-Small UCITS ETF,IE00B23D8Y98,PowerShares,Full Replication,Distributing,0.078305637,0.11895460000000001,-0.34171829420636113,6.229905998604491e-06,21.79201362,48.93,Equities
iShares MSCI UK Small Cap UCITS ETF,IE00B3VWLG82,iShares,Optimised,Accumulating,0.07807642,9.47135534,-0.9917565736690014,6.211669758941667e-06,92.41302946629051,53.15,Equities
ETFS US Energy Infrastructure MLP GO UCITS ETF,DE000A1XE2Q3,ETF Securities,Swap-based,Distributing,0.07576437,0.659235915,-0.8850724478504786,6.027725732484497e-06,12.06108524,86.28,Equities
ComStage CAC 40 Short GR UCITS ETF,LU0419740955,ComStage ETF,Swap-based,Accumulating,0.0756755,0.0020666,35.61835865673086,6.020655337972594e-06,3.19524908,27.84,Equities
ComStage TOPIX UCITS ETF,LU0392496773,ComStage ETF,Swap-based,Accumulating,0.07430456299999999,0.759080979,-0.9021124688200098,5.911585174351947e-06,21.16296062,22.61,Equities
ComStage STOXX Europe 600 Construction & Materials NR UCITS ETF,LU0378435639,ComStage ETF,Swap-based,Accumulating,0.07224156,0.03258702,1.2168814454344088,5.747455039444303e-06,6.660692559999999,8.02,Equities
Lyxor UCITS ETF STOXX Europe 600 Industrial Goods and Services ,FR0010344887,Lyxor ETF,Swap-based,Accumulating,0.07196369999999999,0.63769875,-0.887150947057682,5.725348818907814e-06,69.37478974,29.37,Equities
iShares FactorSelect MSCI Europe UCITS ETF,IE00BZ0PKV06,iShares,Full Replication,Accumulating,0.071751,0.047695078,0.5043690671813137,5.708426652679818e-06,5.160015980000001,43.22,Equities
iShares JPX-Nikkei 400 EUR Hedged UCITS ETF,IE00BQT3W831,iShares,Optimised,Accumulating,0.06998155,0.6940290570000001,-0.8991662534959253,5.567651255255611e-06,20.03210375,89.02,Equities
iShares MSCI Europe Value Factor UCITS ETF,IE00BQN1K901,iShares,Optimised,Accumulating,0.06997392,0.102480242,-0.31719599178932467,5.5670442212719726e-06,10.619761369999999,29.93,Equities
Amundi ETF MSCI Europe Consumer Discretionary UCITS ETF,FR0010688184,Amundi ETF,Swap-based,Acc / Distr,0.067907092,0.64522612,-0.8947545830909636,5.402609773784065e-06,29.79123375,13.04,Equities
RBS Market Access DAX global BRIC Index ETF,LU0269999792,RBS Market Access,Swap-based,Accumulating,0.06448878300000001,0.037999279999999996,0.6971053925232271,5.130653059554364e-06,15.52846524,481.1,Equities
UBS (Irl) ETF plc - Solactive Global Oil Equities UCITS ETF (USD) A-dis,IE00B5PYL424,UBS-ETF,Full Replication,Distributing,0.06323515,0.184924965,-0.658049685179067,5.0309154666305165e-06,7.8221793938577004,100.21,Equities
Source STOXX Europe 600 Optimised Media UCITS ETF,IE00B5MTZ488,Source Markets,Swap-based,Accumulating,0.06199135,0.85770026,-0.9277237598132476,4.931960175824769e-06,9.79027543,14.84,Equities
iShares US Equity Buyback Achievers UCITS ETF,IE00BQT3VN15,iShares,Optimised,Accumulating,0.060744368,0.053026744,0.14554210607387086,4.8327517287757805e-06,11.3740362737604,57.39,Equities
WisdomTree Emerging Markets SmallCap Dividend UCITS ETF,DE000A14ND04,WisdomTree ETFs,Optimised,Distributing,0.06046647,0.03326391,0.8177799903859768,4.8106424850032e-06,1.5403353802525,88.3,Equities
ComStage MSCI EMU TRN UCITS ETF,LU0392494729,ComStage ETF,Swap-based,Accumulating,0.056957996,0.18891309099999998,-0.6984962995497226,4.53151234755795e-06,7.59983325,24.79,Equities
Deka STOXX Europe Strong Growth 20 UCITS ETF,DE000ETFL037,Deka ETFs,Full Replication,Distributing,0.05666269,0.15817344,-0.6417686180435855,4.50801814342008e-06,5.5386409500000005,36.51,Equities
WisdomTree US SmallCap Dividend UCITS ETF,DE000A14ND20,WisdomTree ETFs,Full Replication,Distributing,0.055757,0.00137096,39.670041430822195,4.435962493532754e-06,6.6494366668791995,41.47,Equities
ComStage MSCI Spain TRN UCITS ETF,LU1104577314,ComStage ETF,Swap-based,Accumulating,0.05543829,0.02744908,1.0196775265327656,4.410606294197893e-06,20.282206350000003,22.71,Equities
RBS Market Access DJ Turkey Titans 20 Index ETF,LU0269999362,RBS Market Access,Swap-based,Accumulating,0.05494126999999999,0.056742879999999996,-0.03175041520627786,4.371063957297851e-06,5.35848105,251.02,Equities
SPDR MSCI Europe Value Weighted UCITS ETF,IE00BSPLC306,SPDR,Optimised,Accumulating,0.049983309999999996,0.07675084,-0.348758788828891,3.976614388554273e-06,11.756423949999999,32.49,Equities
SPDR MSCI USA Value Weighted Index,IE00BSPLC520,SPDR,Optimised,Accumulating,0.049947019999999995,0.03591249,0.3907980204101691,3.973727198086882e-06,10.6527405185038,39.65,Equities
HSBC MSCI USA UCITS ETF ,DE000A1C22K7,HSBC ETFs,Full Replication,Distributing,0.04934378,0.13700083999999998,-0.6398286317076596,3.925734120722629e-06,332.1058186032,32.3,Equities
Amundi ETF S&P Global Luxury UCITS ETF - EUR,FR0010688226,Amundi ETF,Swap-based,Acc / Distr,0.047220620000000005,0.57342687,-0.9176518881997978,3.7568179644055925e-06,13.10162904,42.19,Equities
SPDR MSCI Europe Energy UCITS ETF,IE00BKWQ0F09,SPDR,Full Replication,Accumulating,0.04563174,0.00608845,6.494804096280663,3.6304085075351665e-06,20.143087440000002,30.61,Equities
PowerShares FTSE RAFI Developed 1000 UCITS ETF,IE00B23D8W74,PowerShares,Full Replication,Distributing,0.044066985,0.039436410000000005,0.11741877620199204,3.5059184077886268e-06,8.22601371,38.59,Equities
Lyxor J.P. Morgan Europe Value Factor Index UCITS ETF ,LU1218123716,Lyxor ETF,Swap-based,Accumulating,0.04405,0.004382,9.052487448653583,3.5045671008145666e-06,9.34379087,20.32,Equities
SPDR Russell 2000 U.S. Small Cap UCITS ETF,IE00BJ38QD84,SPDR,Optimised,Accumulating,0.04192344,0.08569037,-0.5107566929632816,3.3353804444261847e-06,38.9242189885182,42.86,Equities
Lyxor UCITS ETF FTSE RAFI Europe ,FR0010400770,Lyxor ETF,Swap-based,Distributing,0.0409556,0.0124149,2.298906958573972,3.258380212352351e-06,7.67484579,49.04,Equities
Lyxor UCITS ETF Privex ,FR0010407197,Lyxor ETF,Swap-based,Distributing,0.03663343,0.006659,4.501341042198528,2.9145133613619383e-06,19.39677815,164.22,Equities
Lyxor J.P. Morgan Europe Momentum Factor Index UCITS ETF,LU1218123393,Lyxor ETF,Swap-based,Accumulating,0.03621381,0.0214875,0.6853431064572426,2.8811288790272318e-06,10.321560810000001,20.31,Equities
PowerShares Global Water UCITS ETF,IE00B23D9026,PowerShares,Full Replication,Distributing,0.036137165,0.025591706999999998,0.4120654397926642,2.8750310913895033e-06,4.22801057,60.56,Equities
iShares MSCI Europe Size Factor UCITS ETF,IE00BQN1KC32,iShares,Optimised,Accumulating,0.0344825,0.009078,2.7984688257325403,2.743387855932765e-06,8.49927267,35.57,Equities
db x-trackers MSCI World Materials Index UCITS ETF,LU0540980819,db X-trackers,Swap-based,Accumulating,0.034129968000000004,0.058606713000000005,-0.4176440504349732,2.715340817358773e-06,6.513345054269999,58.28,Equities
ComStage SPI TR UCITS ETF,LU0603946798,ComStage ETF,Swap-based,Accumulating,0.03093096,0.11145493,-0.7224801092244192,2.460831437289701e-06,15.65604124,28.29,Equities
RBS Market Access DAXGlobal Russia Index ETF,LU0269999958,RBS Market Access,Swap-based,Accumulating,0.030590700000000002,0.09167047,-0.666297118363198,2.433760744855577e-06,9.18207173,295.84,Equities
ComStage STOXX Europe 600 Utilities NR UCITS ETF,LU0378437338,ComStage ETF,Swap-based,Accumulating,0.02966901,0.14150248,-0.7903286924723864,2.360432153456036e-06,14.79285544,14.67,Equities
RBS Market Access FTSE/JSE Africa Top 40 Index ETF,LU0270000028,RBS Market Access,Swap-based,Accumulating,0.02958069,0.01669922,0.7713815375807971,2.353405516308614e-06,9.434691630000001,245.86,Equities
Deka MSCI Europe ex EMU UCITS ETF,DE000ETFL458,Deka ETFs,Full Replication,Distributing,0.027495,0.0382219,-0.28064800546283686,2.187470429895494e-06,55.21750556,30.55,Equities
iShares MSCI Europe Quality Factor UCITS ETF,IE00BQN1K562,iShares,Optimised,Accumulating,0.02746689,0.003165,7.678322274881518,2.185234030776223e-06,8.586164519999999,35.44,Equities
PowerShares Global Listed Private Equity UCITS ETF,IE00B23D8Z06,PowerShares,Full Replication,Distributing,0.026921164,0.027620815,-0.025330570441169042,2.141816700795312e-06,3.626009065,93.96,Equities
S&P 500 THEAM Easy UCITS ETF,FR0011550185,EasyETF,Swap-based,Accumulating,0.026129490000000002,0.013767209999999998,0.8979510009653375,2.078832032124023e-06,349.40522709,22.46,Equities
UBS ETF – MSCI EMU Value UCITS ETF (EUR) A-dis,LU0446734369,UBS-ETF,Full Replication,Distributing,0.026005874,0.30542010999999997,-0.9148521228677444,2.068997286000656e-06,190.70810845,27.85,Equities
ComStage S&P SMIT 40 Index TRN UCITS ETF,LU0860821874,ComStage ETF,Swap-based,Accumulating,0.025133115,0.021736547,0.15626069770879436,1.999561588422e-06,9.87173469,51.49,Equities
UBS (Irl) ETF plc - DJ Global Select Dividend UCITS ETF (USD),IE00BMP3HG27,UBS-ETF,Full Replication,Distributing,0.02489628,0.2703405,-0.9079076941856659,1.9807192694816728e-06,22.6049992137004,54.15,Equities
db x-trackers MSCI EM Utilities Index UCITS ETF,LU0592217441,db X-trackers,Swap-based,Accumulating,0.024291168000000002,0.00616388,2.940889180191698,1.93257725796049e-06,3.38213066976,106.28,Equities
STOXX Europe 600 THEAM Easy UCITS ETF,FR0011550193,EasyETF,Swap-based,Accumulating,0.0216875,1.71798363,-0.9873761893761467,1.7254324403840161e-06,651.14415305,23.01,Equities
db x-trackers MSCI EM Consumer Staples Index UCITS ETF,LU0592216559,db X-trackers,Swap-based,Accumulating,0.021404944999999998,0.283860448,-0.9245934220465967,1.7029526910725368e-06,7.0522040797,121.9,Equities
iShares MSCI Target US Real Estate UCITS ETF,DE000A12HP18,iShares,Full Replication,Distributing,0.02073498,0.002052,9.104766081871345,1.6496510498081277e-06,15.3358115647326,47.01,Equities
db x-trackers MSCI EM Telecommunication Services Index UCITS ETF,LU0592217367,db X-trackers,Swap-based,Accumulating,0.0187008,0.02651037,-0.2945854773056732,1.487814039475892e-06,2.9223987753999996,130.94,Equities
UBS (Irl) ETF plc - Solactive Global Copper Mining UCITS ETF (USD) A-dis,IE00B7JM9X10,UBS-ETF,Full Replication,Distributing,0.018586115,0.009449975000000001,0.9667898592324315,1.4786898333928746e-06,1.6189230060905,95.46,Equities
UBS ETFs plc - MSCI EMU Growth SF UCITS ETF (EUR) A-acc,IE00B4MFJH03,UBS-ETF,Swap-based,Accumulating,0.01793512,0.0296024,-0.39413290814258306,1.4268974234088841e-06,2.32902708,52.56,Equities
UBS (Irl) ETF plc - MSCI Brazil UCITS ETF (USD) A-dis,IE00B6SBCY47,UBS-ETF,Full Replication,Distributing,0.01682358,0.007657850000000001,1.1969064424087699,1.3384645853784773e-06,2.3338241428898,127.25,Equities
iShares FactorSelect MSCI USA UCITS ETF,IE00BZ0PKS76,iShares,Full Replication,Accumulating,0.016090565,0.033434703,-0.5187465849479805,1.2801467589674993e-06,4.7469543642639,70.51,Equities
Amundi ETF JPX-Nikkei 400 UCITS ETF - Daily Hedged EUR,FR0012688299,Amundi ETF,Swap-based,Distributing,0.01604051,0.26413109,-0.9392706477681215,1.2761644410053819e-06,91.74235589999999,30.73,Equities
iShares MSCI Target UK Real Estate UCITS ETF,DE000A14PKP1,iShares,Full Replication,Distributing,0.014554375,0.009087,0.6016699680862772,1.1579292576144838e-06,11.061382648753,65.25,Equities
UBS (Irl) ETF plc - Factor MSCI USA Total Shareholder Yield UCITS ETF (USD) A-dis,IE00BX7RRT25,UBS-ETF,Full Replication,Distributing,0.0138787,0.0138,0.005702898550724811,1.104173335347903e-06,3.0385111077906997,47.84,Equities
SPDR MSCI EM Europe UCITS ETF,IE00B431K857,SPDR,Optimised,Accumulating,0.0136846,0.0894,-0.8469284116331096,1.0887309636278552e-06,5.044981571504599,90.35,Equities
UBS ETF - Factor MSCI EMU Quality UCITS ETF (EUR) A-dis,LU1215451524,UBS-ETF,Full Replication,Distributing,0.01335956,0,,1.0628711568072247e-06,6.3864625,44.45,Equities
ComStage MSCI Italy TRN UCITS ETF,LU1104574725,ComStage ETF,Swap-based,Accumulating,0.0133092,0,,1.0588645733975308e-06,22.36120355,14.74,Equities
db x-trackers MSCI Pan-Euro Index UCITS ETF (DR),LU0412624271,db X-trackers,Full Replication,Accumulating,0.013148743000000001,0.00098368,12.366890655497723,1.0460987998834467e-06,83.5661004699,34.87,Equities
Amundi ETF MSCI Europe ex Financials UCITS ETF,FR0011340413,Amundi ETF,Swap-based,Acc / Distr,0.0124962,0.0059791,1.0899800973390645,9.941832328081496e-07,10.934453040000001,12.67,Equities
ComStage STOXX Europe 600 Industrial Goods & Services NR UCITS ETF,LU0378436017,ComStage ETF,Swap-based,Accumulating,0.01240265,0.00215052,4.7672795416922416,9.867405029039224e-07,9.21873793,9.83,Equities
PowerShares Global Agriculture UCITS ETF,IE00B3BQ0418,PowerShares,Full Replication,Distributing,0.011508105,0.0140495,-0.18088864372397595,9.155715363386973e-07,6.46100923,77.03,Equities
ComStage MSCI World with EM Exposure Net UCITS ETF,LU0947416961,ComStage ETF,Swap-based,Accumulating,0.011431299999999998,0.04668927,-0.7551621603850307,9.094610192858468e-07,3.88289661,6.29,Equities
PowerShares S&P 500 VEQTOR UCITS ETF,IE00BX8ZXS68,PowerShares,Full Replication,Distributing,0.010772760000000001,0.14112193,-0.9236634589677167,8.57068337820003e-07,4.27002135,63.69,Equities
Deka STOXX Europe Strong Style Composite 40 UCITS ETF,DE000ETFL052,Deka ETFs,Full Replication,Distributing,0.010530719999999999,0.015497299999999999,-0.3204803417369477,8.378119150939834e-07,3.7425515,40.94,Equities
Amundi ETF EURO STOXX Small Cap UCITS ETF,FR0010900076,Amundi ETF,Swap-based,Acc / Distr,0.0103848,0.01222279,-0.15037401444351095,8.262026885025904e-07,25.794196420000002,26.09,Equities
db x-trackers MSCI EM Consumer Discretionary Index UCITS ETF,LU0592216476,db X-trackers,Swap-based,Accumulating,0.009951940000000001,0.00516084,0.9283566241154544,7.917648470665272e-07,3.23579260219,121.4,Equities
